fee appraiser;EconomicOperands
section 1124;LegalReferences
Sunset;Other
Valuation;EconomicOperands
Penalties;EconomicOperands
continues;EconomicOperands
Subsequent;FunctionWords
subsection a or c;LegalReferences
section 108;LegalReferences
section 1461c;LegalReferences
Deference;Other
Section 105;LegalReferences
deference;Other
SEC 1473;<div class="ex4
Monitoring;EconomicOperands
Approved;EconomicOperands
Companies;EconomicOperands
Complaint;EconomicOperands
Automated Valuation Models;EconomicOperands
Broker Price Opinions;EconomicOperands
Section 1112b;LegalReferences
residences;EconomicOperands
Section 1103a;LegalReferences
Open;EconomicOperands
Section 1104b;LegalReferences
portions;EconomicOperands
Section 1106;LegalReferences
the Administrative Procedures Act;LegalReferences
hearings;EconomicOperands
Section 1110;LegalReferences
Section 1113;LegalReferences
Supervision;EconomicOperands
Appraisal management company;EconomicOperands
Title XI;LegalReferences
SEC 1124;<div class="ex4
coercion;EconomicOperands
b Relation;<div class="ex5
certificate;EconomicOperands
revoked;EconomicOperands
Additionally;LogicalConnectors
Section 1117;LegalReferences
additionally;LogicalConnectors
Section 1121;LegalReferences
valuing;EconomicOperands
mortgage markets;EconomicOperands
oversees;EconomicOperands
certified or licensed appraisers;EconomicOperands
underwriters;EconomicOperands
Section 1109a;LegalReferences
revocations;EconomicOperands
suspensions;EconomicOperands
h Registry;<div class="ex5
section 1473g;LegalReferences
Subject;<div class="amended
2 Incremental;<div class="ex6
Section 1109b;LegalReferences
suspended;EconomicOperands
Section 1116;LegalReferences
Section 1118;LegalReferences
disciplines;EconomicOperands
l Reciprocity;<div class="ex5
section 1122;LegalReferences
b Reciprocity;<div class="ex5
seeks;EconomicOperands
Section 1122d;LegalReferences
though;LogicalConnectors
n Appraiser;<div class="ex5
Section 1122;LegalReferences
g Appraiser;<div class="ex5
agencys;EconomicOperands
o Appraiser;<div class="ex5
Course;EconomicOperands
operate;EconomicOperands
bodies;EconomicOperands
up;FunctionWords
Automated valuation models;EconomicOperands
SEC 1125;<div class="ex4
automated valuation models;EconomicOperands
Adoption;EconomicOperands
Automated valuation model;EconomicOperands
automated valuation model;EconomicOperands
Broker price opinions;EconomicOperands
SEC 1126;<div class="ex4
In conjunction with;FunctionWords
broker price opinions;EconomicOperands
Broker price opinion;EconomicOperands
broker price opinion;EconomicOperands
propertys;EconomicOperands
section 1125c;LegalReferences
Section 1011;LegalReferences
the Federal Financial Institutions Examination Council Act of 1978 12 USC 3310;LegalReferences
Section 1119a2;LegalReferences
council;EconomicOperands
Corporations;EconomicOperands
subparagraphs A B and C;LegalReferences
councils;EconomicOperands
Councils;EconomicOperands
SEC 1474 Equal;<div class="ex4
Credit Opportunity Act;LegalReferences
Subsection e;<div class="ex5
section 701;LegalReferences
the Equal Credit Opportunity Act 15 USC 1691;LegalReferences
Copies;EconomicOperands
applicants;EconomicOperands
valuations;EconomicOperands
denies;EconomicOperands
Reimbursement;EconomicOperands
valuation;EconomicOperands
SEC 1475 Real Estate;<div class="ex4
SEC 1476;<div class="ex4
comparative;EconomicOperands
opinions;EconomicOperands
combination;EconomicOperands
Whether;LogicalConnectors
selects;EconomicOperands
How;FunctionWords
SEC 1481 Multifamily;<div class="ex4
multifamily properties;EconomicOperands
generated;EconomicOperands
2 maintaining;<div class="ex6
subsidies;EconomicOperands
4 facilitating;<div class="ex6
Prevention;EconomicOperands
Making;FunctionWords
Affordable;EconomicOperands
the Emergency Economic Stabilization Act of 2008 12 USC 5201 et seq;LegalReferences
A Felony larceny;<div class="ex7
theft;EconomicOperands
Money laundering;EconomicOperands
Tax;EconomicOperands
SEC 1482;<div class="ex4
Home Affordable Modification Program;EconomicOperands
Net;EconomicOperands
the Emergency Economic Stabilization Act of 2008;LegalReferences
analyses;EconomicOperands
b Web-based site;<div class="ex5
1 NPV calculator;<div class="ex6
effort;EconomicOperands
SEC 1483;<div class="ex4
a Revisions;<div class="ex5
Data;EconomicOperands
14 days;Attributes
The number of;FunctionWords
tables;Other
SEC 1484;<div class="ex4
clarification;EconomicOperands
section 702;LegalReferences
subsection a2;LegalReferences
section 704;LegalReferences
SUBTITLE H Miscellaneous;<div class="ex2
SEC 1491 Sense;<div class="ex4
government-sponsored enterprises;EconomicOperands
Government-sponsored enterprises;EconomicOperands
chartered;EconomicOperands
dual;EconomicOperands
corporations;EconomicOperands
Fannie Maes;EconomicOperands
below;FunctionWords
incomes;EconomicOperands
fulfill;EconomicOperands
subprime;EconomicOperands
corresponding;EconomicOperands
acquisitions;EconomicOperands
According to;FunctionWords
mortgage-backed securities;EconomicOperands
conservatorship;EconomicOperands
agreeing;EconomicOperands
exposed;EconomicOperands
b Sense;<div class="ex5
structural;EconomicOperands
SEC 1492;<div class="ex4
emerging;EconomicOperands
properly;Attributes
i crackdown;<div class="ex8
SEC 1493;<div class="ex4
the Helping Families Save Their Homes Act of 2009;LegalReferences
Section 104b1A;LegalReferences
SEC 1494;<div class="ex4
China;EconomicOperands
SEC 1495;<div class="ex4
section 1062;LegalReferences
SEC 1496;<div class="ex4
section 107;LegalReferences
the Emergency Housing Act of 1975 12 USC 2706;LegalReferences
b Reauthorization;<div class="ex5
the Emergency Housing Act of 1975;LegalReferences
section 103 12 USC 2702;LegalReferences
section 104 12 USC 2703;LegalReferences
toward;FunctionWords
section 105 12 USC 2704;LegalReferences
be able to;FunctionWords
section 108 12 USC 2707;LegalReferences
Coverage;EconomicOperands
section 109 12 USC 2708;LegalReferences
sections 110;LegalReferences
12 USC 2709;LegalReferences
section 112 12 USC 2711;LegalReferences
section 110;LegalReferences
SEC 1497;<div class="ex4
Planning;EconomicOperands
proviso;Other
provisos;Other
section 2301b;LegalReferences
allocations;EconomicOperands
section 2301c;LegalReferences
section 2301a;LegalReferences
Community Development Act of 1974 42 USC 5302;LegalReferences
II contracted;<div class="ex9
to the maximum extent;Attributes
Section 2301;LegalReferences
section 2301;LegalReferences
Economic Recovery Act of 2008 42 USC 5301;LegalReferences
SEC 1498;<div class="ex4
Legal;EconomicOperands
Competitive;EconomicOperands
c Priority;<div class="ex5
A homeowners;<div class="ex7
in danger of default;EconomicOperands
B tenants;<div class="ex7
Commence;EconomicOperands
ii contracted;<div class="ex8
TITLE IV;<div class="ex1
SEC 401;<div class="ex4
Private Fund;EconomicOperands
Advisers Registration Act of 2010;LegalReferences
SEC 402;<div class="ex4
Section 202a;<div class="ex5
29;<div class="ex6
section 3c1 or 3c7;LegalReferences
30;<div class="ex6
foreign private adviser;EconomicOperands
private funds;EconomicOperands
advised;EconomicOperands
section 54;LegalReferences
SEC 403;<div class="ex4
foreign private advisers;EconomicOperands
intrastate;EconomicOperands
Section 203b;<div class="ex5
the Private Fund Investment Advisers Registration Act of 2010;LegalReferences
predominately;Attributes
securities-related;EconomicOperands
licensees;EconomicOperands
the Small Business Investment Act of 1958;LegalReferences
Small Business;EconomicOperands
proceed;EconomicOperands
SEC 404;<div class="ex4
leverage;EconomicOperands
off-balance-sheet;EconomicOperands
side;EconomicOperands
side letters;EconomicOperands
whereby;FunctionWords
trading practices;EconomicOperands
Maintenance;EconomicOperands
extracts;EconomicOperands
undue;Attributes
in all;LogicalConnectors
section 210b;LegalReferences
Proprietary;EconomicOperands
sensitive;EconomicOperands
computer hardware;EconomicOperands
software containing intellectual;EconomicOperands
SEC 405;<div class="ex4
Section 210c;<div class="ex5
15 USC 80b10c;LegalReferences
SEC 406;<div class="ex4
15 USC 80b11;LegalReferences
defining technical;EconomicOperands
paragraphs 1 and 2;LegalReferences
7 USC 1a et seq;LegalReferences
SEC 407;<div class="ex4
venture capital fund;EconomicOperands
Section 203;<div class="ex5
venture capital funds;EconomicOperands
SEC 408;<div class="ex4
investment adviser acts;LegalReferences
mid-sized;EconomicOperands
SEC 409;<div class="ex4
Family offices;EconomicOperands
Section 202a11;LegalReferences
15 USC 80b2a11;LegalReferences
family office;EconomicOperands
exemptive;EconomicOperands
reflected;EconomicOperands
family offices;EconomicOperands
grandfathering;FunctionWords
employment structures;EconomicOperands
accredited investors;EconomicOperands
successors-in-interest;EconomicOperands
the Investment Adviser Act of 1940;LegalReferences
identifies;EconomicOperands
invests;EconomicOperands
Antifraud;EconomicOperands
SEC 410;<div class="ex4
Section 203Aa;<div class="ex5
Covered persons;EconomicOperands
SEC 411;<div class="ex4
Custody;EconomicOperands
SEC 223;<div class="ex4
SEC 412;<div class="ex4
17 CFR Parts 2752042;LegalReferences
17 CFR 27520642;LegalReferences
subsection b6;LegalReferences
17 CFR 27520642b6;LegalReferences
SEC 413;<div class="ex4
Adjusting;EconomicOperands
accredited investor;EconomicOperands
spouse;EconomicOperands
excluding;FunctionWords
primary residence;EconomicOperands
4-year;Attributes
Initial;EconomicOperands
comment rulemaking;EconomicOperands
entirety;EconomicOperands
SEC 414;<div class="ex4
the Commodities Exchange Act;LegalReferences
SEC 224;<div class="ex4
relieve;EconomicOperands
commodity pools;EconomicOperands
commodity pool operators;EconomicOperands
commodity trading advisors;EconomicOperands
SEC 415;<div class="ex4
SEC 416;<div class="ex4
forming;EconomicOperands
SEC 417;<div class="ex4
short selling;EconomicOperands
Studies;EconomicOperands
and Financial Innovation;EconomicOperands
over-the-counter;EconomicOperands
incidence;EconomicOperands
deliver;EconomicOperands
sold short;EconomicOperands
fourth day;Attributes
real time;EconomicOperands
in the alternative;LogicalConnectors
short;EconomicOperands
voluntary pilot program;EconomicOperands
marked;EconomicOperands
market maker short;EconomicOperands
buy;EconomicOperands
buy-to-cover;EconomicOperands
long;EconomicOperands
Consolidated Tape;EconomicOperands
SEC 418;<div class="ex4
Section 205e;<div class="ex5
SEC 419;<div class="ex4
Transition;EconomicOperands
TITLE;<div class="ex1
Financial Stability;EconomicOperands
SEC 101;<div class="ex4
Financial Stability Act of 2010;LegalReferences
SEC 102;<div class="ex4
Bank holding company;EconomicOperands
the Bank Holding Company Act of 1956;LegalReferences
section 8a;LegalReferences
the International Banking Act of 1978 12 USC 3106a;LegalReferences
Member agency;EconomicOperands
member agency;EconomicOperands
voting member;EconomicOperands
Nonbank financial company;EconomicOperands
Foreign nonbank financial company;EconomicOperands
foreign nonbank financial company;EconomicOperands
predominantly engaged;EconomicOperands
financial activities;EconomicOperands
US nonbank financial company;EconomicOperands
Farm Credit System;EconomicOperands
the Farm Credit Act of 1971 12 USC 2001 et seq;LegalReferences
Nonbank Financial company;EconomicOperands
nonbank financial company;EconomicOperands
Nonbank financial company supervised by the Board of Governors;EconomicOperands
section 113;LegalReferences
Office of Financial Research;EconomicOperands
section 152;LegalReferences
Predominantly engaged;EconomicOperands
annual gross revenues derived;EconomicOperands
section 4k;LegalReferences
85 percent;Attributes
Significant;Attributes
significant nonbank financial company;EconomicOperands
significant bank holding company;EconomicOperands
paragraph 4B;LegalReferences
b Definitional;<div class="ex5
subsection a6;LegalReferences
nonbank;EconomicOperands
subtitles A and C;LegalReferences
section 113b;LegalReferences
SEC 111;<div class="ex4
Voting members;EconomicOperands
voting members;EconomicOperands
Nonvoting members;EconomicOperands
nonvoting members;EconomicOperands
nonvoting member;EconomicOperands
commissioners;EconomicOperands
officer performing;EconomicOperands
Nonvoting member;EconomicOperands
deliberations;EconomicOperands
vacancy;EconomicOperands
subparagraphs C D and E;LegalReferences
Vacancy;EconomicOperands
filled;EconomicOperands
original appointment;EconomicOperands
in the place;LogicalConnectors
special advisory technical;EconomicOperands
consisting of;FunctionWords
quarterly;Attributes
Nonapplicability;Other
FACA;LegalReferences
Section 5314;LegalReferences
Detail;EconomicOperands
reimbursement;EconomicOperands
interruption;EconomicOperands
SEC 112;<div class="ex4
arise;EconomicOperands
distress;EconomicOperands
interconnected;EconomicOperands
bank holding companies;EconomicOperands
financial services;EconomicOperands
market discipline;EconomicOperands
eliminating expectations;EconomicOperands
shield;EconomicOperands
threats;EconomicOperands
reflecting;EconomicOperands
heightened;EconomicOperands
risk-based;EconomicOperands
contingent capital;EconomicOperands
credit exposure;EconomicOperands
concentration;EconomicOperands
public disclosures;EconomicOperands
title VIII;LegalReferences
standard-setting;EconomicOperands
proposed accounting;EconomicOperands
principle;EconomicOperands
M;<div class="ex7
forum;EconomicOperands
emerging market;EconomicOperands
jurisdictional disputes;EconomicOperands
N;<div class="ex7
testify;EconomicOperands
section 119;LegalReferences
believes;EconomicOperands
negatively;Attributes
signed statement;EconomicOperands
being taken;Other
Testimony;EconomicOperands
answer questions;EconomicOperands
Submissions;EconomicOperands
participates;EconomicOperands
Mitigation;EconomicOperands
foreign-based;EconomicOperands
English translation;EconomicOperands
subtitle B;LegalReferences
Freedom of information Act;LegalReferences
SEC 113;<div class="ex4
Nonbank;EconomicOperands
scale;EconomicOperands
interconnectedness;EconomicOperands
mix;EconomicOperands
households;EconomicOperands
rather;LogicalConnectors
financial assets;EconomicOperands
short-term;EconomicOperands
risk-related factors;EconomicOperands
Antievasion;EconomicOperands
evade;EconomicOperands
Consolidated supervision;EconomicOperands
intermediate holding company;EconomicOperands
Intermediate holding company;EconomicOperands
section 167b2;LegalReferences
Action;EconomicOperands
section 167;LegalReferences
Subsections d through h;LegalReferences
Covered;EconomicOperands
internal financial activities;EconomicOperands
internal treasury;EconomicOperands
Only;LogicalConnectors
Nonfinancial;EconomicOperands
Reevaluation;EconomicOperands
reevaluate;EconomicOperands
Hearing;EconomicOperands
contest;EconomicOperands
Final;EconomicOperands
Judicial review;EconomicOperands
District;EconomicOperands
Court;EconomicOperands
dismiss;EconomicOperands
arbitrary;EconomicOperands
capricious;EconomicOperands
SEC 114;<div class="ex4
SEC 115;<div class="ex4
refinement;EconomicOperands
stringency;EconomicOperands
differentiate;EconomicOperands
riskiness;EconomicOperands
complexity;EconomicOperands
$50000000000;Attributes
subsections c through g;LegalReferences
liquidity requirements;EconomicOperands
short-term debt;EconomicOperands
due regard;EconomicOperands
equality;EconomicOperands
nonfinancial;EconomicOperands
affiliations;EconomicOperands
sharp;EconomicOperands
discontinuous;EconomicOperands
adapt;EconomicOperands
predominant line;EconomicOperands
Contingent capital;EconomicOperands
converted;EconomicOperands
convertible;EconomicOperands
Factors;EconomicOperands
Resolution;EconomicOperands
Credit exposure;EconomicOperands
Concentration;EconomicOperands
profile;EconomicOperands
Short-term debt;EconomicOperands
over-accumulation;EconomicOperands
SEC 116;<div class="ex4
total consolidated;EconomicOperands
keep;EconomicOperands
financial condition;EconomicOperands
adverse circumstances;EconomicOperands
existing reports;EconomicOperands
to the fullest extent possible;Attributes
externally;EconomicOperands
SEC 117;<div class="ex4
cease;EconomicOperands
Capital Purchase Program;EconomicOperands
Appeal;EconomicOperands
appeal;EconomicOperands
Decision;EconomicOperands
Proposed decision;EconomicOperands
proposed decision;EconomicOperands
section 113a or 113b;LegalReferences
SEC 118;<div class="ex4
SEC 119;<div class="ex4
disputing;EconomicOperands
demonstrated good faith effort resolve;EconomicOperands
intervention;EconomicOperands
disputants;EconomicOperands
dispute resolution;EconomicOperands
compromise position;EconomicOperands
d Nonbinding;<div class="ex5
SEC 120;<div class="ex4
section 115;LegalReferences
economic growth;EconomicOperands
Role of;EconomicOperands
statutes governing;EconomicOperands
statutes;Other
Imposition;EconomicOperands
safeguards implemented;EconomicOperands
SEC 121;<div class="ex4
Mitigatory;EconomicOperands
grave;Attributes
merge;EconomicOperands
acquire;EconomicOperands
consolidate;EconomicOperands
unaffiliated;EconomicOperands
mitigatory;EconomicOperands
GAO Audit;EconomicOperands
SEC 123;<div class="ex4
and complexity;EconomicOperands
market efficiency;EconomicOperands
explicit;EconomicOperands
implicit;EconomicOperands
and diversification;EconomicOperands
expedite;EconomicOperands
carry;EconomicOperands
commingling;EconomicOperands
segregation;EconomicOperands
high-risk;EconomicOperands
optimal structure;EconomicOperands
maximize;EconomicOperands
SEC 151;<div class="ex4
financial company;EconomicOperands
Data Center;EconomicOperands
data center;EconomicOperands
section 154;LegalReferences
Research and Analysis Center;EconomicOperands
research and analysis center;EconomicOperands
financial transaction data;EconomicOperands
financial contract;EconomicOperands
position data;EconomicOperands
legally binding agreement;EconomicOperands
the future;EconomicOperands
intrinsic;EconomicOperands
extrinsic;EconomicOperands
financial instrument;EconomicOperands
roles;EconomicOperands
assignable;EconomicOperands
SEC 152;<div class="ex4
nominated;EconomicOperands
confirmed;EconomicOperands
Executive level;EconomicOperands
Level;EconomicOperands
Responsibilities;EconomicOperands
fulfills;EconomicOperands
exercises;EconomicOperands
chapter 51;LegalReferences
subchapter III;LegalReferences
chapter 53;LegalReferences
classification;EconomicOperands
Schedule;EconomicOperands
Comparability;EconomicOperands
Section 1206a;LegalReferences
Procurement;EconomicOperands
intermittent;EconomicOperands
procure temporary;EconomicOperands
section 3109b;LegalReferences
g Post-employment;<div class="ex5
Ethics;EconomicOperands
case-by-case basis;EconomicOperands
compromise;EconomicOperands
Fellowship Program;EconomicOperands
fellowship program;EconomicOperands
invited;EconomicOperands
spend;EconomicOperands
longer than;LogicalConnectors
advanced training;EconomicOperands
Executive schedule;EconomicOperands
SEC 153;<div class="ex4
fulfilling;EconomicOperands
formats;EconomicOperands
essential long-term;EconomicOperands
tools;EconomicOperands
risk measurement;EconomicOperands
Administrative;EconomicOperands
software developed;EconomicOperands
Economic;EconomicOperands
permission;EconomicOperands
reimbursable;EconomicOperands
Standardization;EconomicOperands
standardize;EconomicOperands
interfere;EconomicOperands
necessarily;EconomicOperands
Subpoena;EconomicOperands
section 154b1;LegalReferences
SEC 154;<div class="ex4
Organizational;EconomicOperands
validate;EconomicOperands
assembled;EconomicOperands
subsections a1 a2 a7 and c1;LegalReferences
section 153;LegalReferences
kept;EconomicOperands
unauthorized;EconomicOperands
Catalog;EconomicOperands
catalog;EconomicOperands
intellectual;EconomicOperands
Research and analysis center;EconomicOperands
computing resources;EconomicOperands
maintain metrics;EconomicOperands
systemwide;EconomicOperands
stress tests;EconomicOperands
stability-related;EconomicOperands
overseen;EconomicOperands
120 days;Attributes
C key;<div class="ex7
SEC 155;<div class="ex4
Research;EconomicOperands
Funds;EconomicOperands
appropriated moneys;EconomicOperands
Permanent self-funding;EconomicOperands
assessment base;EconomicOperands
SEC 156;<div class="ex4
startup;EconomicOperands
attracts;EconomicOperands
workforce;EconomicOperands
Plans;EconomicOperands
foster;EconomicOperands
innovation;EconomicOperands
creativity;EconomicOperands
leadership;EconomicOperands
succession planning;EconomicOperands
Workplace flexibility;EconomicOperands
workforce flexibility;EconomicOperands
telework;EconomicOperands
flexible work schedules;EconomicOperands
phased retirement;EconomicOperands
reemployed annuitants;EconomicOperands
part-time work;EconomicOperands
job;EconomicOperands
parental leave;EconomicOperands
childcare assistance;EconomicOperands
workplace flexibilities;EconomicOperands
clauses i through ix;LegalReferences
Recruitment;EconomicOperands
recruitment;EconomicOperands
highly;Attributes
pools;EconomicOperands
diverse backgrounds;EconomicOperands
indicators;EconomicOperands
Expiration;EconomicOperands
section 7103a8;LegalReferences
SEC 161;<div class="ex4
oath;EconomicOperands
thereof has been;FunctionWords
obtainable;EconomicOperands
commencing;EconomicOperands
avoid duplication;EconomicOperands
requests for information;EconomicOperands
SEC 162;<div class="ex4
section 8b3;LegalReferences
the Federal Deposit Insurance Act 12 USC 1818b3;LegalReferences
functionally regulated subsidiaries;EconomicOperands
initiate;EconomicOperands
accompanied;EconomicOperands
written explanation;EconomicOperands
SEC 163;<div class="ex4
Acquisitions;EconomicOperands
the Bank Holding Company Act of 1956 12 USC 1842;LegalReferences
Acquisition;EconomicOperands
section 4k6B;LegalReferences
the Bank Holding Company Act of 1956 12 USC 1843k6B;LegalReferences
voting shares;EconomicOperands
$10000000000;Attributes
section 4c;LegalReferences
section 4j1;LegalReferences
the Bank Holding Company Act of 1956 12 USC 1843j1;LegalReferences
section 4j3;LegalReferences
section 4j2;LegalReferences
the Bank Holding Company Act of 1956 12 USC 1843j2;LegalReferences
proposed acquisition;EconomicOperands
concentrated;EconomicOperands
Hart-Scott-Rodino;LegalReferences
Solely;LogicalConnectors
section 7Ac8;LegalReferences
the Clayton Act 15 USC 18ac8;LegalReferences
SEC 164;<div class="ex4
interlocks;EconomicOperands
the Depository Institutions Management Interlocks Act 12 USC 3201 et seq;LegalReferences
section 7;LegalReferences
SEC 165;<div class="ex4
2 Tailored;<div class="ex6
similarly;LogicalConnectors
Governors;EconomicOperands
divestiture;EconomicOperands
section 115c;LegalReferences
ownership structure;EconomicOperands
pledged;EconomicOperands
corporate structure;EconomicOperands
growth;EconomicOperands
Divestiture;EconomicOperands
nonbank financial company supervised by the Board;EconomicOperands
foregoing;EconomicOperands
surplus;EconomicOperands
extensions;EconomicOperands
reverse repurchase agreements;EconomicOperands
and lending;EconomicOperands
acceptances;EconomicOperands
derivative transaction;EconomicOperands
4 Attribution;<div class="ex6
off-balance sheet;EconomicOperands
section 113e3;LegalReferences
B Permissive;<div class="ex7
expert;EconomicOperands
Stress tests;EconomicOperands
By;FunctionWords
board of governors;EconomicOperands
tests;EconomicOperands
Test;EconomicOperands
parameters;EconomicOperands
stress test;EconomicOperands
Leverage;EconomicOperands
off-balance-sheet activities;EconomicOperands
Off-balance-sheet activities;EconomicOperands
substitutes;EconomicOperands
B Irrevocable letters;<div class="ex7
commercial paper;EconomicOperands
participations;EconomicOperands
Commodities;EconomicOperands
Forward contracts;EconomicOperands
Securities contracts;EconomicOperands
SEC 166 Early;<div class="ex4
remediation;EconomicOperands
section 165a;LegalReferences
series;EconomicOperands
insolvent;EconomicOperands
Remediation;EconomicOperands
declines;EconomicOperands
decline;EconomicOperands
SEC 167;<div class="ex4
Affiliations;EconomicOperands
the Bank Holding Company Act of 1956 12 USC 1843;LegalReferences
Necessary;Attributes
Internal financial activities;EconomicOperands
internal financial;EconomicOperands
revenues generated;EconomicOperands
Source of strength;EconomicOperands
source of strength;EconomicOperands
Parent;EconomicOperands
unsafe;EconomicOperands
goods;EconomicOperands
SEC 168;<div class="ex4
SEC 169;<div class="ex4
Avoiding;EconomicOperands
duplication;EconomicOperands
duplicative;EconomicOperands
SEC 170;<div class="ex4
d Revisions;<div class="ex5
rationale;EconomicOperands
empirical evidence;EconomicOperands
SEC 171;<div class="ex4
Generally applicable leverage capital requirements;EconomicOperands
generally applicable leverage capital requirements;EconomicOperands
tier 1;EconomicOperands
prompt corrective action;EconomicOperands
capital requirement;EconomicOperands
Generally applicable risk-based capital requirements;EconomicOperands
generally applicable risk-based capital requirements;EconomicOperands
risk-weighted assets;EconomicOperands
section 46a2;LegalReferences
deducted;EconomicOperands
Effective dates;EconomicOperands
deductions;EconomicOperands
mutual holding companies;EconomicOperands
Depository institution;EconomicOperands
and Regulation;EconomicOperands
Small;EconomicOperands
Bank Holding Company;EconomicOperands
Statement;EconomicOperands
smaller insured depository institutions;EconomicOperands
smaller insured depository institution;EconomicOperands
Capital requirements;EconomicOperands
section 120;LegalReferences
not only;LogicalConnectors
volumes;EconomicOperands
concentrations;EconomicOperands
SEC 172;<div class="ex4
liquidation;EconomicOperands
Section 10b3;LegalReferences
the Federal Deposit Insurance Act 12 USC 1820b3;LegalReferences
section 165d;LegalReferences
conflicting;EconomicOperands
Section 8t;LegalReferences
Powers;EconomicOperands
backup;EconomicOperands
holding company;EconomicOperands
SEC 173;<div class="ex4
Section 7d3;LegalReferences
the International Banking Act of 1978 12 USC 3105d3;LegalReferences
Section 7e1;LegalReferences
the International Banking Act of 1978 12 USC 3105e1;LegalReferences
succession;EconomicOperands
SEC 174;<div class="ex4
Tier 1;EconomicOperands
benefits and risks;EconomicOperands
our;FunctionWords
intermediate;EconomicOperands
foreign banks;EconomicOperands
capital standards;EconomicOperands
abroad;EconomicOperands
SEC 175;<div class="ex4
leveraged;EconomicOperands
SEC 176;<div class="ex4
TITLE VII;<div class="ex1
Wall Street;EconomicOperands
SEC 701;<div class="ex4
Wall Street Transparency and Accountability Act of 2010;LegalReferences
Over-the-Counter;EconomicOperands
Swaps;EconomicOperands
SEC 711;<div class="ex4
associated person of a swap dealer or major swap participant;EconomicOperands
eligible contract participant;EconomicOperands
associated person of a security-based swap dealer or major security-based swap participant;EconomicOperands
section 721b;LegalReferences
SEC 712;<div class="ex4
swap dealers;EconomicOperands
major swap participants;EconomicOperands
clearing organizations;EconomicOperands
eligible contract participants;EconomicOperands
prudential regulators;EconomicOperands
assuring;EconomicOperands
comparability;EconomicOperands
security-based swap dealers;EconomicOperands
major security-based swap participants;EconomicOperands
sections 556;LegalReferences
Administrative Procedure Act;LegalReferences
promulgating;EconomicOperands
treat functionally;EconomicOperands
economically;EconomicOperands
Mixed;EconomicOperands
mixed;EconomicOperands
confers;RegulatoryOperators
Futures;EconomicOperands
the Commodity Exchange Act 7 USC 21;LegalReferences
Objection;EconomicOperands
petition;EconomicOperands
subsection a7;LegalReferences
complaining;EconomicOperands
United States Court of Appeals;EconomicOperands
District of Columbia Circuit;EconomicOperands
written petition requesting;EconomicOperands
aside;FunctionWords
Expedited;EconomicOperands
expedited;EconomicOperands
business day;EconomicOperands
affirm;EconomicOperands
Judicial;EconomicOperands
Joint;EconomicOperands
security-based swap agreement;EconomicOperands
section 3a78;LegalReferences
Books;EconomicOperands
daily trading;EconomicOperands
Comparable;EconomicOperands
Tracking uncleared;EconomicOperands
cleared;EconomicOperands
In the event that;LogicalConnectors
Global rulemaking timeframe;EconomicOperands
effective dates;EconomicOperands
SEC 713;<div class="ex4
margining conforming;EconomicOperands
Section 15c3;LegalReferences
section 36;LegalReferences
Commodity Exchange Act;LegalReferences
section 15b1;LegalReferences
section 15c3;LegalReferences
practical;EconomicOperands
Section 20;LegalReferences
the Commodity Exchange Act 7 USC 24;LegalReferences
customer property;EconomicOperands
SEC 714;<div class="ex4
Abusive;EconomicOperands
detrimental;EconomicOperands
SEC 715;<div class="ex4
the Commodity Exchange Act 7 USC 6;LegalReferences
undermines;EconomicOperands
SEC 716;<div class="ex4
bailouts;EconomicOperands
Federal assistance;EconomicOperands
swaps entity;EconomicOperands
credit facility;EconomicOperands
discount window;EconomicOperands
broad-based eligibility;EconomicOperands
breaks;EconomicOperands
Swaps entity;EconomicOperands
Affiliates;EconomicOperands
Hedging;EconomicOperands
section 5136;LegalReferences
credit default swaps;EconomicOperands
referencing;EconomicOperands
the Securities Exchange Act;LegalReferences
Existing;EconomicOperands
cessation;EconomicOperands
written findings;EconomicOperands
small business lending;EconomicOperands
ceasing;EconomicOperands
covered financial company;EconomicOperands
FDIC insured;EconomicOperands
declared;EconomicOperands
Institutions;EconomicOperands
C Non-FDIC;<div class="ex7
Taxpayers;EconomicOperands
unregulated combination;EconomicOperands
managerial strength;EconomicOperands
Systems;EconomicOperands
measuring;EconomicOperands
swaps entitys;EconomicOperands
financial stability oversight council;EconomicOperands
federal assistance;EconomicOperands
two-thirds;Attributes
Ban;EconomicOperands
section 619;LegalReferences
SEC 717;<div class="ex4
CFTCSEC;EconomicOperands
section 2a1;LegalReferences
section 3a10;LegalReferences
the Futures Trading Act of 1982;LegalReferences
section 36a1;LegalReferences
The Securities Exchange Act of 1934;LegalReferences
SEC 3B;<div class="ex4
Securities-related;EconomicOperands
section 4c1;LegalReferences
the Commodity Exchange Act 7 USC 6c1;LegalReferences
scheduled maturity;EconomicOperands
conveyance;EconomicOperands
extinguishing;EconomicOperands
stayed;EconomicOperands
section 718;LegalReferences
Election;EconomicOperands
SEC 718;<div class="ex4
Determining;EconomicOperands
15 USC 78ca10;LegalReferences
Commodity Futures Trading Commissions;EconomicOperands
section 2a1A;LegalReferences
denying;RegulatoryOperators
reviewable;EconomicOperands
the Securities Exchange Act of 1934 15 USC 78y;LegalReferences
believes affects;EconomicOperands
Court of Appeals;EconomicOperands
in favor of;FunctionWords
SEC 719;<div class="ex4
excessive speculation;EconomicOperands
trading venues;EconomicOperands
30 legislative days;Attributes
hearing examining;EconomicOperands
Biennial;EconomicOperands
biennial;EconomicOperands
derivatives markets;EconomicOperands
