key;category;total_count
RECENT;EconomicOperands;7
RECENTLY;EconomicOperands;1
RECESSED;EconomicOperands;1
RECIPIENT;EconomicOperands;7
RECIPIENTS;EconomicOperands;5
RECIPROCAL;EconomicOperands;2
RECIPROCITY;EconomicOperands;2
RECKLESS;EconomicOperands;6
RECKLESSLY;EconomicOperands;9
RECKLESSLY EVADES;EconomicOperands;4
RECKLESSNESS;EconomicOperands;1
RECLAIMED;EconomicOperands;1
RECOGNITION;EconomicOperands;3
RECOGNIZE;EconomicOperands;2
RECOGNIZE WARNING;EconomicOperands;1
RECOGNIZED;EconomicOperands;6
RECOGNIZED INDIAN;EconomicOperands;1
RECOGNIZES;EconomicOperands;2
RECOGNIZING;EconomicOperands;1
RECOMMEND;EconomicOperands;20
RECOMMENDATION;EconomicOperands;67
RECOMMENDED;EconomicOperands;12
RECOMMIT;EconomicOperands;1
RECONSIDER;EconomicOperands;1
RECONVENING;EconomicOperands;1
RECORD;EconomicOperands;45
RECORDATION;EconomicOperands;1
RECORDED;EconomicOperands;3
RECORDED COMMUNICATIONS;EconomicOperands;2
RECORDING;EconomicOperands;4
RECORDINGS;EconomicOperands;2
RECORDKEEPING;EconomicOperands;29
RECORDS;EconomicOperands;135
RECORDS OF A COVERED FINANCIAL COMPANY;EconomicOperands;2
RECOUPMENT;EconomicOperands;6
RECOURSE;EconomicOperands;1
RECOVER;EconomicOperands;21
RECOVERABLE;EconomicOperands;2
RECOVERIES;EconomicOperands;1
RECOVERY;EconomicOperands;17
RECREATIONAL;EconomicOperands;1
RECREATIONAL BOATS;EconomicOperands;1
RECRUIT;EconomicOperands;1
RECRUIT INDIVIDUALS;EconomicOperands;1
RECRUITING;EconomicOperands;2
RECRUITMENT;EconomicOperands;5
RECURRING;EconomicOperands;2
REDACTED;EconomicOperands;1
REDACTIONS;EconomicOperands;1
REDEEMABLE;EconomicOperands;2
REDEFINING;EconomicOperands;2
REDEMPTION;EconomicOperands;7
REDEVELOPMENT;EconomicOperands;2
REDUCE;EconomicOperands;31
REDUCED;EconomicOperands;13
REDUCES;EconomicOperands;3
REDUCING;EconomicOperands;4
REDUCTION;EconomicOperands;29
REDUCTIONS;EconomicOperands;9
REDUNDANT;EconomicOperands;1
REEMPLOYED ANNUITANTS;EconomicOperands;2
REEVALUATE;EconomicOperands;2
REEVALUATION;EconomicOperands;1
REFER;EconomicOperands;7
REFERENCE;EconomicOperands;15
REFERENCES;EconomicOperands;10
REFERENCING;EconomicOperands;2
REFERRAL;EconomicOperands;9
REFERRALS;EconomicOperands;5
REFERRING TIPS;EconomicOperands;1
REFERS;EconomicOperands;2
REFILE;EconomicOperands;2
REFINANCE;EconomicOperands;4
REFINANCED;EconomicOperands;3
REFINANCES;EconomicOperands;2
REFINANCING;EconomicOperands;20
REFINANCINGS;EconomicOperands;1
REFINEMENT;EconomicOperands;1
REFLECT;EconomicOperands;27
REFLECTED;EconomicOperands;1
REFLECTING;EconomicOperands;1
REFLECTS;EconomicOperands;1
REFORM;EconomicOperands;5
REFORMATION;EconomicOperands;1
REFORMED;EconomicOperands;1
REFORMING;EconomicOperands;1
REFORMS;EconomicOperands;8
REFUND;EconomicOperands;7
REFUNDABLE;EconomicOperands;1
REFURBISHMENT;EconomicOperands;1
REFUSAL;EconomicOperands;8
REFUSE;EconomicOperands;8
REFUSED;EconomicOperands;2
REFUSES;EconomicOperands;3
REGARD;EconomicOperands;33
REGION;EconomicOperands;1
REGIONAL;EconomicOperands;9
REGIONAL TRANSMISSION ORGANIZATION;EconomicOperands;2
REGIONS;EconomicOperands;1
REGISTER;EconomicOperands;56
REGISTERED;EconomicOperands;354
REGISTERING;EconomicOperands;1
REGISTERS;EconomicOperands;1
REGISTRANT;EconomicOperands;2
REGISTRANTS;EconomicOperands;1
REGISTRATION;EconomicOperands;118
REGISTRATIONS;EconomicOperands;1
REGISTRIES;EconomicOperands;2
REGISTRY;EconomicOperands;18
REGULAR;EconomicOperands;20
REGULATING;EconomicOperands;2
REGULATION;EconomicOperands;293
REGULATION AFTER;EconomicOperands;1
REGULATION AND SUPERVISION;EconomicOperands;1
REGULATION OF;EconomicOperands;55
REGULATIONS;EconomicOperands;368
REGULATIONS FOR;EconomicOperands;3
REGULATOR;EconomicOperands;37
REGULATORS;EconomicOperands;41
REGULATORY;EconomicOperands;190
REGULATORY ARBITRAGE;EconomicOperands;1
REGULATORY OVERSIGHT;EconomicOperands;1
REGULATORY POLICY;EconomicOperands;1
REGULATORY REGIME;EconomicOperands;1
REHABILITATED;EconomicOperands;1
REHABILITATION;EconomicOperands;5
REHABILITATION EXPENDITURES;EconomicOperands;1
REIMBURSABLE;EconomicOperands;1
REIMBURSE;EconomicOperands;12
REIMBURSEMENT;EconomicOperands;15
REIMBURSEMENTS;EconomicOperands;13
REIMBURSING;EconomicOperands;1
REINSTATE;EconomicOperands;1
REINSTATEMENT;EconomicOperands;4
REINSURANCE;EconomicOperands;27
REINSURER;EconomicOperands;12
REINSURES;EconomicOperands;1
REINSURING;EconomicOperands;3
REINVESTIGATIONS;EconomicOperands;1
REINVESTING;EconomicOperands;1
REINVESTMENT;EconomicOperands;1
REJECTED;EconomicOperands;1
REJECTION;EconomicOperands;2
REJECTS;EconomicOperands;1
RELATE;EconomicOperands;19
RELATED ACTION;EconomicOperands;12
RELATED PERSON;EconomicOperands;3
RELATES;EconomicOperands;4
RELATION;EconomicOperands;4
RELATIONS;EconomicOperands;3
RELATIONSHIP;EconomicOperands;9
RELATIONSHIPS;EconomicOperands;9
RELATIVE;EconomicOperands;1
RELATIVE POSITION;EconomicOperands;2
RELEASE;EconomicOperands;15
RELEASING;EconomicOperands;1
RELIABILITY;EconomicOperands;1
RELIABLE;EconomicOperands;8
RELIANCE;EconomicOperands;12
RELIED;EconomicOperands;3
RELIEF;EconomicOperands;42
RELIES;EconomicOperands;7
RELIEVE;EconomicOperands;1
RELINQUISHED;EconomicOperands;1
RELOAD;EconomicOperands;1
RELOADABLE;EconomicOperands;2
RELOADED;EconomicOperands;2
RELY;EconomicOperands;12
REMAIN;EconomicOperands;42
REMAINED;EconomicOperands;1
REMAINS;EconomicOperands;8
REMEDIAL;EconomicOperands;1
REMEDIATION;EconomicOperands;21
REMEDIES;EconomicOperands;34
REMEDY;EconomicOperands;7
REMINDER;EconomicOperands;1
REMIT;EconomicOperands;2
REMITTANCE;EconomicOperands;8
REMITTANCE TRANSFER;EconomicOperands;40
REMITTANCE TRANSFER PROVIDER;EconomicOperands;37
REMITTANCES;EconomicOperands;2
REMOVAL;EconomicOperands;5
REMOVED;EconomicOperands;5
RENDER;EconomicOperands;2
RENDERED;EconomicOperands;6
RENEGOTIATE;EconomicOperands;1
RENEGOTIATED;EconomicOperands;1
RENEGOTIATING;EconomicOperands;1
RENEGOTIATION;EconomicOperands;1
RENEW;EconomicOperands;4
RENEWABLE;EconomicOperands;1
RENEWAL;EconomicOperands;2
RENTAL;EconomicOperands;11
RENTAL HOUSING COUNSELING;EconomicOperands;8
RENTERS;EconomicOperands;2
RENTING;EconomicOperands;1
RENTS;EconomicOperands;1
REORGANIZATION;EconomicOperands;14
REORGANIZED;EconomicOperands;2
REPACKAGING;EconomicOperands;1
REPAID;EconomicOperands;6
REPAIR;EconomicOperands;2
REPAY;EconomicOperands;20
REPAYABLE;EconomicOperands;1
REPAYMENT;EconomicOperands;33
REPEAL;EconomicOperands;9
REPEALS;EconomicOperands;1
REPLACE;EconomicOperands;1
REPLACEMENT;EconomicOperands;3
REPLACING;EconomicOperands;2
REPORT;EconomicOperands;564
REPORTED;EconomicOperands;30
REPORTED PUBLICLY;EconomicOperands;8
REPORTING;EconomicOperands;149
REPORTING REQUIREMENTS;EconomicOperands;20
REPORTS;EconomicOperands;238
REPOSITORIES;EconomicOperands;31
REPOSITORY;EconomicOperands;5
REPRESENT;EconomicOperands;8
REPRESENTATION;EconomicOperands;14
REPRESENTATIONS;EconomicOperands;5
REPRESENTATIVE;EconomicOperands;37
REPRESENTATIVES;EconomicOperands;119
REPRESENTED;EconomicOperands;12
REPRESENTING;EconomicOperands;4
REPRODUCTION;EconomicOperands;3
REPUBLICATION;EconomicOperands;1
REPUDIATE;EconomicOperands;10
REPURCHASE;EconomicOperands;10
REPURCHASE AGREEMENT;EconomicOperands;10
REPURCHASE AGREEMENTS;EconomicOperands;5
REPUTATION;EconomicOperands;1
REPUTATIONS;EconomicOperands;1
REQUEST;EconomicOperands;184
REQUESTING;EconomicOperands;8
REQUESTS;EconomicOperands;30
REQUESTS FOR INFORMATION;EconomicOperands;7
REQUIREMENT;EconomicOperands;128
REQUIREMENTS;EconomicOperands;497
RESCIND;EconomicOperands;8
RESCINDED;EconomicOperands;4
RESCISSION;EconomicOperands;12
RESCUE;EconomicOperands;2
RESCUE SCAMS;EconomicOperands;7
RESCUES;EconomicOperands;1
RESEARCH;EconomicOperands;32
RESEARCH AND ANALYSIS CENTER;EconomicOperands;6
RESEARCHING;EconomicOperands;2
RESELL;EconomicOperands;1
RESERVE;EconomicOperands;18
RESERVE BANKS;EconomicOperands;1
RESERVE RATIO;EconomicOperands;7
RESERVE REQUIREMENTS;EconomicOperands;2
RESERVED;EconomicOperands;4
RESERVES;EconomicOperands;4
RESET;EconomicOperands;7
RESETS;EconomicOperands;3
RESETTING;EconomicOperands;2
RESIDED;EconomicOperands;1
RESIDENCE;EconomicOperands;12
RESIDENCES;EconomicOperands;1
RESIDENT;EconomicOperands;2
RESIDENTIAL;EconomicOperands;20
RESIDENTIAL MORTGAGE;EconomicOperands;5
RESIDENTIAL MORTGAGE LOAN;EconomicOperands;95
RESIDENTIAL MORTGAGES;EconomicOperands;4
RESIDENTS;EconomicOperands;5
RESIDES;EconomicOperands;7
RESIDING;EconomicOperands;1
RESIDUAL;EconomicOperands;2
RESOLUTION;EconomicOperands;96
RESOLUTION MECHANISMS;EconomicOperands;2
RESOLUTION PROCESS;EconomicOperands;1
RESOLUTIONS;EconomicOperands;10
RESOLVE;EconomicOperands;24
RESOLVE DISPUTES;EconomicOperands;2
RESOLVED;EconomicOperands;3
RESOLVES;EconomicOperands;1
RESOLVING;EconomicOperands;13
RESOURCE;EconomicOperands;4
RESOURCE CENTER ON WOMEN AND RETIREMENT PLANNING;EconomicOperands;1
RESOURCE EXTRACTION ISSUER;EconomicOperands;18
RESOURCE PACKAGE;EconomicOperands;1
RESOURCES;EconomicOperands;52
RESOURCES DEVOTED;EconomicOperands;1
RESPA;EconomicOperands;1
RESPECTIVE;EconomicOperands;13
RESPOND;EconomicOperands;9
RESPONDED;EconomicOperands;1
RESPONDENT;EconomicOperands;9
RESPONDING;EconomicOperands;12
RESPONSE;EconomicOperands;52
RESPONSES;EconomicOperands;9
RESPONSIBILITIES;EconomicOperands;52
RESPONSIBILITY;EconomicOperands;25
RESPONSIBLE;EconomicOperands;8
RESPONSIBLE FOR;EconomicOperands;44
RESTATEMENT;EconomicOperands;2
RESTATEMENTS;EconomicOperands;2
RESTITUTION;EconomicOperands;10
RESTORATION;EconomicOperands;1
RESTORE;EconomicOperands;2
RESTRUCTURING;EconomicOperands;2
RESUBMIT;EconomicOperands;6
RESULT;EconomicOperands;51
RESULTED;EconomicOperands;3
RESULTING;EconomicOperands;26
RESULTS;EconomicOperands;61
RESUME;EconomicOperands;1
RESUMES;EconomicOperands;1
RESUMPTION;EconomicOperands;5
RETAIL;EconomicOperands;23
RETAIL CUSTOMER;EconomicOperands;42
RETAILER;EconomicOperands;25
RETAILERS;EconomicOperands;5
RETAIN;EconomicOperands;24
RETAINED;EconomicOperands;16
RETAINED EARNINGS;EconomicOperands;1
RETAINING;EconomicOperands;4
RETAINS;EconomicOperands;8
RETALIATION;EconomicOperands;5
RETENTION;EconomicOperands;48
RETESTING;EconomicOperands;8
RETIRED;EconomicOperands;1
RETIREES LIVING;EconomicOperands;1
RETIREMENT;EconomicOperands;27
RETRIEVABLE;EconomicOperands;1
RETRIEVAL;EconomicOperands;2
RETRIEVE;EconomicOperands;1
RETROSPECTIVE;EconomicOperands;1
RETURN;EconomicOperands;21
RETURNED;EconomicOperands;1
RETURNS;EconomicOperands;2
REVEAL;EconomicOperands;4
REVENUE;EconomicOperands;20
REVENUES;EconomicOperands;7
REVENUES GENERATED;EconomicOperands;3
REVERSE;EconomicOperands;5
REVERSE MORTGAGE;EconomicOperands;19
REVERSE REPURCHASE AGREEMENT;EconomicOperands;4
REVERSE REPURCHASE AGREEMENTS;EconomicOperands;3
REVIEW;EconomicOperands;205
REVIEWABILITY;EconomicOperands;1
REVIEWABLE;EconomicOperands;1
REVIEWED;EconomicOperands;7
REVIEWING;EconomicOperands;12
REVIEWS;EconomicOperands;22
REVISE;EconomicOperands;13
REVISED;EconomicOperands;5
REVISING;EconomicOperands;1
REVISION;EconomicOperands;5
REVISIONS;EconomicOperands;9
REVISIONS DEMONSTRATING;EconomicOperands;1
REVOCATION;EconomicOperands;5
REVOCATIONS;EconomicOperands;1
REVOKE;EconomicOperands;5
REVOKED;EconomicOperands;7
REVOLVING;EconomicOperands;2
REWARD;EconomicOperands;2
RICH;EconomicOperands;1
RIGHT;EconomicOperands;80
RIGHTS;EconomicOperands;117
RIMS FELLOW;EconomicOperands;1
RING;EconomicOperands;6
RISK;EconomicOperands;128
RISK MANAGEMENT;EconomicOperands;43
RISK MEASUREMENT;EconomicOperands;1
RISK-BASED;EconomicOperands;18
RISKINESS;EconomicOperands;2
RISK-MITIGATING;EconomicOperands;2
RISK-RELATED FACTORS;EconomicOperands;7
RISKS;EconomicOperands;109
RISKS AND COSTS;EconomicOperands;2
RISK-WEIGHTED ASSETS;EconomicOperands;3
ROAD;EconomicOperands;1
ROLE;EconomicOperands;9
ROLE OF;EconomicOperands;12
ROLES;EconomicOperands;1
ROLLING;EconomicOperands;4
ROOT;EconomicOperands;1
ROTATING;EconomicOperands;2
ROUNDED;EconomicOperands;1
ROUNDING;EconomicOperands;1
ROUTE;EconomicOperands;4
ROUTED;EconomicOperands;1
ROUTES;EconomicOperands;4
ROUTINELY;EconomicOperands;1
ROUTING;EconomicOperands;4
ROYALTIES;EconomicOperands;1
RULE;EconomicOperands;426
RULES;EconomicOperands;516
RULES OF;EconomicOperands;78
RULES OF THE BOARD;EconomicOperands;13
RULINGS;EconomicOperands;6
RUN;EconomicOperands;2
RURAL;EconomicOperands;8
SAFE;EconomicOperands;26
SAFEGUARD;EconomicOperands;4
SAFEGUARDS;EconomicOperands;15
SAFEGUARDS IMPLEMENTED;EconomicOperands;1
SAFEKEEPING;EconomicOperands;1
SAFETY;EconomicOperands;58
SAID;EconomicOperands;1
SALARIES;EconomicOperands;6
SALE;EconomicOperands;185
SALES;EconomicOperands;30
SALESPERSON;EconomicOperands;1
SALESPERSONS;EconomicOperands;3
SAMPLE;EconomicOperands;4
SAMPLING;EconomicOperands;3
SANCTION;EconomicOperands;8
SANCTIONED;EconomicOperands;1
SANCTIONS;EconomicOperands;10
SANITARY;EconomicOperands;1
SATISFACTION;EconomicOperands;12
SATISFACTORY;EconomicOperands;1
SATISFY;EconomicOperands;18
SATISFYING;EconomicOperands;1
SAVINGS AND LOAN HOLDING COMPANY;EconomicOperands;47
SAVINGS AND LOAN INSTITUTION;EconomicOperands;2
SAVINGS ASSOCIATION;EconomicOperands;64
SCALABLE;EconomicOperands;4
SCALE;EconomicOperands;7
SCAMS;EconomicOperands;3
SCHEDULE;EconomicOperands;21
SCHEDULED;EconomicOperands;12
SCHEDULED MATURITY;EconomicOperands;4
SCHEDULES;EconomicOperands;7
SCHEDULING;EconomicOperands;4
SCHEME;EconomicOperands;5
SCHEMES;EconomicOperands;3
SCHOLARSHIP;EconomicOperands;2
SCOPE;EconomicOperands;53
SCORES;EconomicOperands;3
SCREENING;EconomicOperands;2
SEAL;EconomicOperands;2
SEARCH;EconomicOperands;1
SEASON;EconomicOperands;4
SEASONAL;EconomicOperands;3
SEASONALITY;EconomicOperands;2
SEC;EconomicOperands;497
SECONDARY;EconomicOperands;6
SECONDARY ACTORS;EconomicOperands;2
SECRETARY;EconomicOperands;320
SECRETARY OF AGRICULTURE;EconomicOperands;4
SECRETARY OF HOUSING AND URBAN DEVELOPMENT;EconomicOperands;33
SECRETARY OF LABOR CONCLUDES;EconomicOperands;1
SECRETARY OF THE INTERIOR;EconomicOperands;1
SECRETARY OF THE TREASURY;EconomicOperands;42
SECRETARY OF TRANSPORTATION;EconomicOperands;3
SECRETARYS;EconomicOperands;3
SECRETS;EconomicOperands;1
SECS;EconomicOperands;7
SECTION 1256 CONTRACT;EconomicOperands;3
SECTOR;EconomicOperands;20
SECURE;EconomicOperands;41
SECURED;EconomicOperands;61
SECURES;EconomicOperands;1
SECURING;EconomicOperands;18
SECURITIES;EconomicOperands;461
SECURITIES ACT OF 1933;EconomicOperands;11
SECURITIES ANALYSTS;EconomicOperands;2
SECURITIES AND EXCHANGE COMMISSION;EconomicOperands;161
SECURITIES CONTRACT;EconomicOperands;7
SECURITIES EXCHANGE ACT OF 1934;EconomicOperands;16
SECURITIES FRAUD OFFENSE;EconomicOperands;3
SECURITIES HOLDING COMPANY;EconomicOperands;8
SECURITIES LAWS;EconomicOperands;35
SECURITIES MARKET;EconomicOperands;2
SECURITIES MARKETS;EconomicOperands;12
SECURITIES-BASED;EconomicOperands;3
SECURITIES-RELATED;EconomicOperands;2
SECURITIZATION;EconomicOperands;7
SECURITIZATIONS;EconomicOperands;1
SECURITIZE;EconomicOperands;1
SECURITIZED;EconomicOperands;4
SECURITIZER;EconomicOperands;27
SECURITIZERS;EconomicOperands;6
SECURITY;EconomicOperands;220
SECURITY-BASED;EconomicOperands;1
SECURITY-BASED SWAP;EconomicOperands;387
SECURITY-BASED SWAP AGREEMENT;EconomicOperands;25
SECURITY-BASED SWAP DATA REPOSITORY;EconomicOperands;41
SECURITY-BASED SWAP DEALER;EconomicOperands;179
SECURITY-BASED SWAP EXECUTION FACILITY;EconomicOperands;49
SEEK;EconomicOperands;23
SEEKING;EconomicOperands;26
SEEKS;EconomicOperands;6
SEGMENT;EconomicOperands;3
SEGMENTS;EconomicOperands;1
SEGREGATE;EconomicOperands;2
SEGREGATED;EconomicOperands;10
SEGREGATION;EconomicOperands;19
SELECT;EconomicOperands;12
SELECTING;EconomicOperands;4
SELECTION;EconomicOperands;12
SELECTS;EconomicOperands;2
SELF-FINANCING;EconomicOperands;1
SELF-FUNDED;EconomicOperands;1
SELF-INCRIMINATION;EconomicOperands;2
SELF-INTEREST;EconomicOperands;1
SELF-LIQUIDATING;EconomicOperands;1
SELF-PROPELLED;EconomicOperands;1
SELF-REGULATORY BODIES;EconomicOperands;1
SELF-REGULATORY ORGANIZATION;EconomicOperands;46
SELF-REGULATORY ORGANIZATIONS;EconomicOperands;15
SELF-REPORTED;EconomicOperands;6
SELF-REPORTED ERRORS;EconomicOperands;1
SELL;EconomicOperands;23
SELLER;EconomicOperands;32
SELLERS;EconomicOperands;1
SELLING;EconomicOperands;12
SELLS;EconomicOperands;8
SENATE;EconomicOperands;150
SEND;EconomicOperands;10
SENDER;EconomicOperands;32
SENDERS;EconomicOperands;2
SENDING;EconomicOperands;3
SENIOR;EconomicOperands;44
SENIOR EXECUTIVE SERVICE;EconomicOperands;6
SENIOR-CITIZEN;EconomicOperands;1
SENIORITY STATUS;EconomicOperands;3
SENIOR-LEVEL;EconomicOperands;1
SENIORS;EconomicOperands;21
SENSE;EconomicOperands;7
SENSITIVE;EconomicOperands;1
SENSITIVITY;EconomicOperands;1
SENT;EconomicOperands;10
SENTENCING;EconomicOperands;3
SEPARATE;EconomicOperands;36
SEPARATED;EconomicOperands;5
SEPARATELY;EconomicOperands;3
SEPARATELY ACCOUNTED;EconomicOperands;4
SEPARATION;EconomicOperands;4
SERIES;EconomicOperands;3
SERIOUSNESS;EconomicOperands;1
SERVE;EconomicOperands;66
SERVED;EconomicOperands;13
SERVER;EconomicOperands;1
SERVES;EconomicOperands;8
SERVICE;EconomicOperands;109
SERVICE MEMBER;EconomicOperands;14
SERVICE PROVIDER;EconomicOperands;62
SERVICER;EconomicOperands;50
SERVICERS;EconomicOperands;9
SERVICES;EconomicOperands;249
SERVICING;EconomicOperands;9
SERVING;EconomicOperands;36
SESSION;EconomicOperands;4
SETOFF;EconomicOperands;13
SET-OFF;EconomicOperands;2
SETTING;EconomicOperands;24
SETTLE;EconomicOperands;3
SETTLED;EconomicOperands;3
SETTLEMENT;EconomicOperands;78
SETTLEMENT SUPERVISION;EconomicOperands;1
SETTLEMENT SYSTEMS;EconomicOperands;1
SETTLEMENTS;EconomicOperands;4
SETTLES;EconomicOperands;9
SETTLING;EconomicOperands;2
SEVERE;EconomicOperands;2
SEVERELY;EconomicOperands;2
SEVERITY;EconomicOperands;1
SEWER;EconomicOperands;1
SEX;EconomicOperands;3
SEXUAL;EconomicOperands;2
SHARE;EconomicOperands;28
SHARED;EconomicOperands;6
SHAREHOLDER;EconomicOperands;26
SHAREHOLDERS;EconomicOperands;30
SHARES;EconomicOperands;15
SHARING;EconomicOperands;21
SHARP;EconomicOperands;2
SHIELD;EconomicOperands;1
SHIFTED;EconomicOperands;1
SHOCK;EconomicOperands;1
SHOPPED;EconomicOperands;1
SHOPPING;EconomicOperands;1
SHORT;EconomicOperands;2
SHORT SALE;EconomicOperands;9
SHORT SELLING;EconomicOperands;3
SHORTAGE;EconomicOperands;1
SHORTCOMINGS;EconomicOperands;3
SHORT-SWING;EconomicOperands;2
SHORT-TERM;EconomicOperands;5
SHORT-TERM DEBT;EconomicOperands;10
SHOW;EconomicOperands;5
SHOWING;EconomicOperands;6
SHOWS;EconomicOperands;1
SHUTDOWNS;EconomicOperands;1
SIDE;EconomicOperands;2
SIDE LETTERS;EconomicOperands;1
SIGN;EconomicOperands;13
SIGNATURE;EconomicOperands;5
SIGNATURES;EconomicOperands;2
SIGNED;EconomicOperands;3
SIGNED STATEMENT;EconomicOperands;2
SIGNIFICANCE;EconomicOperands;6
SIGNIFICANT BANK HOLDING COMPANY;EconomicOperands;1
SIGNIFICANT NONBANK FINANCIAL COMPANY;EconomicOperands;2
SIGNING;EconomicOperands;1
SIGNS;EconomicOperands;2
SIMPLE;EconomicOperands;4
SIMPLIFICATION;EconomicOperands;1
SIMPLIFY;EconomicOperands;2
SIMULTANEOUS;EconomicOperands;5
SIMULTANEOUSLY;EconomicOperands;1
SIMULTANEOUSLY MAINTAINING;EconomicOperands;1
SINGLE;EconomicOperands;27
SINGLE TYPE;EconomicOperands;4
SINGLE-FAMILY;EconomicOperands;2
SIPA;EconomicOperands;1
SIPC;EconomicOperands;60
SITE;EconomicOperands;10
SITUATED;EconomicOperands;7
SITUATED CLAIMANTS;EconomicOperands;1
SITUATION;EconomicOperands;4
SIV;EconomicOperands;2
SIZE;EconomicOperands;50
SKILL;EconomicOperands;4
SKILLED;EconomicOperands;1
SKILLS;EconomicOperands;1
SLIDE-IN;EconomicOperands;1
SMALL;EconomicOperands;23
SMALL BANKS;EconomicOperands;2
SMALL BUSINESS;EconomicOperands;25
SMALL BUSINESS CONCERN;EconomicOperands;4
SMALL BUSINESS LENDING;EconomicOperands;2
SMALL BUSINESS LOAN;EconomicOperands;6
SMALL DOLLAR LOAN PROGRAM;EconomicOperands;8
SMALL-DOLLAR;EconomicOperands;1
SMALLER INSURED DEPOSITORY INSTITUTION;EconomicOperands;3
SMALL-VALUE;EconomicOperands;1
SMOOTH;EconomicOperands;1
SOCIOECONOMIC;EconomicOperands;1
SOFTWARE;EconomicOperands;11
SOFTWARE CONTAINING INTELLECTUAL;EconomicOperands;1
SOFTWARE DEVELOPED;EconomicOperands;1
SOLD;EconomicOperands;20
SOLD SHORT;EconomicOperands;1
SOLICIT;EconomicOperands;6
SOLICITATION;EconomicOperands;20
SOLICITATION OF A MUNICIPAL ENTITY OR OBLIGATED PERSON;EconomicOperands;4
SOLICITATIONS;EconomicOperands;1
SOLICITED;EconomicOperands;1
SOLICITING;EconomicOperands;8
SOLICITORS;EconomicOperands;1
SOLICITS;EconomicOperands;2
SOLVENCY;EconomicOperands;6
SOLVENT;EconomicOperands;5
SOPHISTICATION;EconomicOperands;1
SOUND;EconomicOperands;18
SOUNDNESS;EconomicOperands;42
SOURCE;EconomicOperands;32
SOURCE OF FINANCIAL STRENGTH;EconomicOperands;3
SOURCE OF STRENGTH;EconomicOperands;8
SOURCES;EconomicOperands;22
SPACE;EconomicOperands;2
SPANISH;EconomicOperands;4
SPEAKER;EconomicOperands;3
SPECIAL;EconomicOperands;49
SPECIAL ADVISORY TECHNICAL;EconomicOperands;5
SPECIAL DAMAGES SUSTAINED;EconomicOperands;2
SPECIAL ENTITY;EconomicOperands;44
SPECIAL PURPOSE VEHICLE;EconomicOperands;1
SPECIALISTS;EconomicOperands;1
SPECIALIZED;EconomicOperands;3
SPECIALIZES;EconomicOperands;1
SPECIALLY;EconomicOperands;2
SPECIFICATIONS;EconomicOperands;5
SPECIFICITY;EconomicOperands;2
SPECIFIED PLAN OR ARRANGEMENT;EconomicOperands;10
SPECIFIES;EconomicOperands;4
SPECIFY;EconomicOperands;13
SPECIFYING TRADING;EconomicOperands;2
SPECULATION;EconomicOperands;1
SPECULATORS;EconomicOperands;2
SPEND;EconomicOperands;1
SPENDING;EconomicOperands;7
SPONSOR;EconomicOperands;14
SPONSORED;EconomicOperands;4
SPONSORING;EconomicOperands;1
SPONSORS;EconomicOperands;1
SPONSORSHIP;EconomicOperands;5
SPOOFING;EconomicOperands;1
SPOT;EconomicOperands;10
SPOUSE;EconomicOperands;1
SPREAD;EconomicOperands;3
SPREADING;EconomicOperands;3
SQUEEZES;EconomicOperands;1
STABILITY;EconomicOperands;34
STABILITY-RELATED;EconomicOperands;1
STABILIZATION;EconomicOperands;3
STABILIZING;EconomicOperands;1
STABLE;EconomicOperands;1
STABLE VALUE CONTRACT;EconomicOperands;8
STAFF;EconomicOperands;32
STAFFED;EconomicOperands;2
STAFFING;EconomicOperands;4
STAFFS;EconomicOperands;2
STAGES;EconomicOperands;2
STAKEHOLDERS;EconomicOperands;2
STAND;EconomicOperands;2
STANDARD;EconomicOperands;65
STANDARD MAXIMUM CASH ADVANCE AMOUNT;EconomicOperands;10
STANDARDIZATION;EconomicOperands;2
STANDARDIZE;EconomicOperands;1
STANDARDIZED;EconomicOperands;7
STANDARDIZED ALGORITHMIC DESCRIPTIONS;EconomicOperands;2
STANDARDIZING;EconomicOperands;4
STANDARDS;EconomicOperands;301
STANDARD-SETTING;EconomicOperands;1
STANDBY LETTERS;EconomicOperands;2
STANDING;EconomicOperands;1
STARTUP;EconomicOperands;2
STATE;EconomicOperands;607
STATE BANK;EconomicOperands;30
STATE CONSUMER FINANCIAL LAW;EconomicOperands;14
STATE HOUSING FINANCE AGENCY;EconomicOperands;2
STATE INSURANCE MEASURE;EconomicOperands;13
STATE INSURANCE REGULATOR;EconomicOperands;16
STATE MEMBER BANK;EconomicOperands;4
STATE NONMEMBER BANK;EconomicOperands;1
STATE OF DOMICILE;EconomicOperands;7
STATE SAVINGS ASSOCIATION;EconomicOperands;38
STATE SECURITIES OR LAW ENFORCEMENT AUTHORITY;EconomicOperands;2
STATE-BASED;EconomicOperands;1
STATE-CHARTERED;EconomicOperands;10
STATED;EconomicOperands;6
STATEMENT;EconomicOperands;78
STATEMENTS;EconomicOperands;24
STATES;EconomicOperands;34
STATEWIDE;EconomicOperands;1
STATING;EconomicOperands;7
STATIONERY;EconomicOperands;1
STATISTICAL;EconomicOperands;7
STATISTICIANS;EconomicOperands;1
STATUS;EconomicOperands;70
STATUTES GOVERNING;EconomicOperands;1
STATUTORILY;EconomicOperands;1
STATUTORY;EconomicOperands;16
STATUTORY DISQUALIFICATION;EconomicOperands;8
STAY;EconomicOperands;38
STAYED;EconomicOperands;7
